title,genre
simon says,Horror
heart of darkness,Adventure
mighty joe young,Adventure
nemesis,Fantasy
the undefeated,Western
non-stop,Action
synchronicity,Fantasy
tau,Fantasy
universal soldier,Action
i am omega,Action
bloodshot,Action
steel,Adventure
enter the ninja,Adventure
charley varrick,Action
sleepless night,Action
meltdown,Action
a man called horse,Adventure
pumpkinhead,Horror
hello again,Fantasy
deep waters,Adventure
santiago,Adventure
empire state,Action
fort ti,Adventure
band of robbers,Adventure
mr. majestyk,Action
bubble boy,Adventure
the bounty killer,Western
never back down,Action
the three outlaws,Western
iron will,Adventure
sworn to justice,Action
a distant trumpet,Western
straight shooting,Western
double take,Action
eddie macon's run,Action
the corpse vanishes,Horror
war,Action
k 2,Adventure
king kong lives,Adventure
a man apart,Action
the hunted,Action
poltergeist iii,Horror
treasure island,Adventure
the devil bat,Horror
the congress,Fantasy
saskatchewan,Western
vampire story,Horror
madhouse,Horror
the andromeda strain,Fantasy
the fog,Horror
lost horizon,Adventure
howards of virginia,Adventure
mowgli,Adventure
descendants 3,Fantasy
the exorcist iii,Horror
sudden death,Action
the iroquis trail,Adventure
true grit ,Western
poltergeist,Horror
beyond the law,Action
grayeagle,Adventure
the son of sheik,Adventure
family blood,Horror
blood alley,Adventure
into the blue,Action
alien apocalypse,Action
invaders from mars,Fantasy
true grit,Western
eight below,Adventure
deadpool 2,Action
planet of dinosaurs,Fantasy
army of the dead,Horror
ninja,Action
escape from l.a.,Fantasy
frogs,Horror
apache rifles,Western
the appaloosa,Western
death race,Action
wolf,Horror
cannon for cordoba,Western
troll,Fantasy
from within,Horror
countdown,Action
two rode together,Western
the specialist,Action
tidal wave no escape,Fantasy
time after time,Fantasy
planet of the apes,Fantasy
the african queen,Adventure
when time ran out,Action
she,Adventure
tron legacy,Fantasy
the strangler,Horror
face/off,Action
evolver,Fantasy
pete's dragon,Fantasy
chernobyl diaries,Horror
tape 407,Horror
conquest of space,Fantasy
die hard,Action
sky riders,Adventure
we are still here,Horror
young guns ii,Western
free fall,Action
johnny 2.0,Fantasy
vera cruz,Western
diamondbacks,Action
city of ember,Fantasy
the terminators,Action
disaster l.a.,Fantasy
bad milo,Horror
armstrong,Action
future world,Fantasy
the mark of zorro,Adventure
impact earth,Action
the equalizer,Action
cradle 2 the grave,Action
hatari!,Adventure
the claim,Western
the towering inferno,Action
ladyhawke,Fantasy
hang 'em high,Western
feast,Action
subspecies,Horror
vigilante,Action
jesse james,Western
the fly,Horror
the box,Fantasy
dark avenger,Adventure
burnt offerings,Horror
halloween,Horror
echo boomers,Action
homefront,Action
tornado!,Action
lust for gold,Western
young guns,Western
the shootist,Western
hit and run,Action
the restless breed,Western
transformation,Fantasy
yellowstone kelly,Western
mr. billion,Action
beau geste,Adventure
omega doom,Fantasy
unstoppable ,Action
scarlet angel,Adventure
the scorpion king,Adventure
sundown,Horror
clownhouse,Horror
eloise,Horror
the 27th day,Fantasy
the conjuring,Horror
wildlike,Adventure
dracula,Horror
the net 2.0,Action
king solomon's mines,Adventure
the craft: legacy,Horror
phantoms,Horror
into the badlands,Adventure
alyce,Horror
tip on a dead jockey,Adventure
invisible man,Fantasy
10th & wolf,Action
communion,Fantasy
kickboxer,Action
"oh, susanna!",Western
crash!,Horror
the bay,Fantasy
american ultra,Action
project x,Fantasy
roadracers,Action
child's play 2,Horror
the outrage,Western
under siege ii,Action
mulan,Adventure
don't breathe,Horror
house,Horror
submerged,Action
into the sun,Action
robin hood,Adventure
the hand,Horror
never back down 2,Action
the tall men,Western
twister,Action
blood beach,Horror
singularity,Fantasy
surviving the game,Action
the hard man,Western
hell ride,Action
the walking dead,Horror
forever mosketeers,Adventure
countdown,Horror
it: chapter two,Horror
volcano,Action
the dark tower,Fantasy
seattle superstorm,Action
days of thunder,Action
brooklyn's finest,Action
rapa nui,Adventure
right at your door,Fantasy
christy: the movie,Adventure
altered states,Fantasy
whispering smith,Western
american ninja v,Action
dracula 2000,Horror
children of the corn,Horror
zarkorr! the invader,Fantasy
the last push,Fantasy
cabin boy,Adventure
the beast,Horror
maximum risk,Action
gold of seven saints,Adventure
escape from zahrain,Adventure
nothing left to fear,Horror
asher,Action
jaws 3,Adventure
turistas,Horror
ww3,Action
bedeviled,Horror
dead trigger,Action
spawn,Fantasy
the gallows,Horror
one foot in hell,Western
tarzan's savage fury,Adventure
pan,Fantasy
firestorm,Adventure
breakheart pass,Western
android cop,Action
atomic twister,Action
hostel: part iii,Horror
g-force ,Fantasy
solo,Action
broken arrow,Western
montana,Western
armageddon,Fantasy
the bandit queen,Adventure
splinter,Horror
pixels,Fantasy
the darkest hour,Action
angel town,Action
6 underground,Action
tracers,Action
screamers,Fantasy
late phases,Horror
jack frost,Fantasy
the bamboo saucer,Fantasy
conagher,Western
mirrors 2,Horror
the hulk,Fantasy
hollow man,Fantasy
the suicide squad,Action
demon knight,Horror
stone cold,Action
the warrior's way,Action
the illustrated man,Fantasy
hoot,Adventure
dance of the dead,Horror
mockingbird,Horror
robocop,Fantasy
the nesting,Horror
bingo,Adventure
to love and die,Action
colorado territory,Western
joshua,Horror
casanova,Adventure
generation x,Action
ender's game,Fantasy
the wraith,Action
street justice,Action
tarzan - the ape man,Adventure
insidious: chapter 4,Horror
the last voyage,Action
in her line of fire ,Action
minutemen ,Adventure
men of war,Action
oldboy,Action
the barrens,Horror
silver bullet,Horror
event horizon,Fantasy
pale rider,Western
the three musketeers,Adventure
knowing,Fantasy
the island,Adventure
life on the line,Action
the rendezvous,Action
bad ass,Action
wrath of the titans,Action
when worlds collide,Fantasy
the zero theorem,Fantasy
the unhealer,Fantasy
soldiers of fortune,Action
ice cream man,Horror
the number one girl,Action
edge of tomorrow,Fantasy
videodrome,Horror
legend of the lost,Adventure
sidekicks,Action
freezer,Action
megafault ,Action
tarzan escapes,Adventure
the quiet ones,Horror
out for justice,Action
the dead pit,Horror
nightwing,Horror
django unchained,Western
walking tall,Action
pod,Horror
a time for killing,Western
annihilation earth,Action
the great war,Action
montana,Western
lawman,Western
tarzan's peril,Adventure
the swordsman,Action
cherry falls,Horror
valley of the kings,Adventure
gun,Action
need for speed,Action
2307: winter's dream,Fantasy
the thirteenth floor,Horror
rapid exchange,Action
dinosaurus!,Adventure
eye of the tiger,Action
back to the future,Fantasy
fortress,Fantasy
tresure island,Adventure
the hunter,Adventure
wagons east,Western
skinned deep,Horror
terror birds,Horror
chato's land,Western
black moon rising,Action
ride the man down,Western
motocross kids,Action
the delta force,Action
the blob,Fantasy
fallen,Horror
the running man,Fantasy
the plainsman,Western
second nature,Action
the commuter,Action
gemini man,Action
game of death,Horror
carnival of souls,Horror
cocoon,Fantasy
midnighters,Horror
the signal,Horror
icebreaker,Action
legionnaire,Action
american samurai,Action
between worlds,Action
shallow ground,Horror
fahrenheit 451 ,Fantasy
sator,Horror
valerie,Western
last of the dogmen,Action
ma,Horror
scorcher,Action
life of pi,Adventure
airspeed,Action
midsommar,Horror
intruder,Horror
outlaws and angels,Horror
cherry 2000,Fantasy
the fiercest heart,Adventure
